tid,name,pos,hgt,weight,imgURL,born/year,born/loc,contract/amount,contract/exp,draft/round,draft/pick,draft/tid,draft/originalTid,draft/year,college,ratings/0/hgt,ratings/0/stre,ratings/0/spd,ratings/0/jmp,ratings/0/endu,ratings/0/ins,ratings/0/dnk,ratings/0/ft,ratings/0/fg,ratings/0/tp,ratings/0/blk,ratings/0/stl,ratings/0/drb,ratings/0/pss,ratings/0/reb,ratings/0/pot,skills/0,skills/1,awards/0/season,awards/0/type,awards/1/season,awards/1/type,skills/2,injury/type,injury/gamesRemaining,firstName,lastName
28,Tim Legler,G,76,200,https://s-media-cache-ak0.pinimg.com/236x/23/b8/6d/23b86d04462b46a12906323c863d541c.jpg,1966,"Washington, DC",250,1996,0,0,-1,,1988,La Salle,35,14,55,44,44,24,33,83,73,95,13,63,64,60,32,52,,,,,,,,,,,
28,Bob McCann,SF,78,244,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/McCann_Bob_nba.jpg,1964,"Morristown, NJ",300,1996,2,9,14,,1987,Morehead State,50,23,56,53,57,32,32,65,56,7,45,43,33,37,44,47,,,,,,,,,,,
28,Jim McIlvaine,C,85,240,http://i.imgur.com/cPOU7Hc.png,1972,"Racine, WI",525,1996,2,5,28,,1994,Marquette,92,68,47,79,56,32,30,45,14,0,95,64,24,34,75,52,,,,,,,,,,,
-1,Ledell Eackles,SG,77,220,http://www.truthaboutit.net/pictures/eackles-ledell-skybox-front.jpg,1966,"Baton Rouge, LA",200,1996,2,11,28,28,1988,New Orleans,43,43,57,33,56,34,41,62,66,65,52,56,45,53,47,51,,,,,,,,,,,
-1,Anthony Goldwire,PG,73,182,http://a.espncdn.com/i/headshots/nba/players/65/275.jpg,1971,"West Palm Beach, FL",200,1996,2,25,20,20,1994,Houston,14,35,67,55,57,56,45,65,67,57,27,56,74,72,36,55,,,,,,,,,,,
-1,Dominique Wilkins,SF,79,200,http://i.imgur.com/7lTkDIe.png,1960,"Paris, France",10000,1989,1,3,26,26,1982,Georgia,60,72,63,75,74,61,72,86,72,26,55,63,58,48,67,55,,,,,,,,Healthy,0,,
-1,Chris Whitney,PG,72,168,http://a.espncdn.com/i/headshots/nba/players/65/913.jpg,1971,"Hopkinsville, KY",200,1996,2,20,23,23,1993,Clemson,7,34,65,64,34,24,65,45,55,35,65,55,75,65,45,52,,,,,,,,,,,
-1,Bob Thornton,PF,82,225,http://basketball.rcsportscards.com/uploads/6/0/8/7/6087117/s435214573511300858_p13_i1_w736.jpeg,1962,"Los Angeles, CA",200,1996,4,17,17,17,1984,UC Irvine,79,79,28,26,44,67,63,60,55,0,39,42,12,53,68,50,,,,,,,,,,,
-1,Mike Peplowski,C,82,270,http://i28.tinypic.com/2hd8ahh.jpg,1970,"Detroit, MI",225,1996,2,25,22,22,1993,UC Irvine,79,76,24,44,44,56,54,55,45,0,65,44,45,55,66,47,,,,,,,,,,,
-1,Kevin Pritchard,PG,75,180,http://www.thedraftreview.com/history/drafted1990/images/kevin-pritchard.jpg,1967,"Bloomington, IN",225,1996,2,7,8,8,1990,Kansas,29,36,54,65,45,32,43,54,56,54,65,34,74,66,43,48,,,,,,,,,,,
-1,Cedric Lewis,PF,82,235,http://www.tradingcarddb.com/Images/Cards/Basketball/64884/64884-4338990Fr.jpg,1969,"Washington, DC",200,1996,0,0,-1,-1,1991,Maryland,78,65,35,34,44,35,64,24,64,0,64,34,44,23,54,47,,,,,,,,,,,
-1,Greg Grant,PG,67,140,http://i.imgur.com/HC4h0rr.png,1966,"Trenton, NJ",225,1996,2,25,20,-1,1989,Trenton State,0,16,64,63,54,23,44,66,57,54,34,66,72,68,32,56,,,,,,,,,,,
-1,Trevor Ruffin,PG,73,185,http://i.imgur.com/DZZqHWm.png,1970,"Buffalo, NY",200,1996,0,0,-1,-1,1994,Hawaii,14,42,75,27,34,24,45,64,53,42,13,52,65,61,13,46,,,,,,,,,,,
-1,Scott Skiles,PG,73,180,http://i.imgur.com/9DQSbs3.png,1964,"LaPorte, IN",225,1996,1,22,14,14,1986,Michigan State,44,42,54,45,52,44,43,62,66,67,43,56,72,68,45,50,,,,,,,,,,,
-1,LaSalle Thompson,C,82,245,http://i.imgur.com/Xiz483Y.png,1961,"Cincinnati, OH",225,1996,1,5,22,22,1982,Texas,81,71,33,60,38,60,57,63,36,0,55,62,25,28,81,48,,,,,,,,,,,
-1,Darryl Johnson,PG,73,170,http://media.mlive.com/sportsnow_impact/photo/10105263-large.jpg,1965,"Flint, MI",,,3,4,8,8,1987,Michigan State,14,56,65,34,54,23,43,54,23,33,43,12,62,57,34,43,,,,,,,,,,,
-1,Trevor Wilson,PF,79,210,http://www.basketball-reference.com/images/players/wilsotr01.jpg,1968,"Los Angeles, CA",225,1996,2,9,0,0,1990,UCLA,65,65,49,45,51,65,67,34,65,0,21,49,32,54,67,52,,,,,,,,,,,
-1,Mike Brown,PF,81,257,http://www.tradingcarddb.com/Images/Cards/Basketball/2420/2420-196Fr.jpg,1963,"Newark, NJ",225,1996,3,22,3,3,1985,George Washington,71,62,54,43,54,43,56,58,54,43,64,45,34,45,54,47,,,,,,,,,,,
-2,Allen Iverson,G,72,165,https://i.imgur.com/5e78kEa.png,1975,"Hampton, VA",,,0,0,-1,,1996,Georgetown,13,62,97,93,83,70,94,88,87,73,53,86,80,71,56,82,,,,,,,,,,,
-2,Marcus Camby,FC,83,220,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/125.png&w=350&h=254,1974,"Hartford, CT",,,0,0,-1,,1996,UMass,84,76,54,66,54,78,67,54,36,0,85,43,33,54,81,75,,,,,,,,,,,
-2,Shareef Abdur-Rahim,F,81,225,http://espn.go.com/i/nba/profiles/players/65x90/3098.jpg,1976,"Marietta, GA",,,0,0,-1,,1996,California,74,57,66,70,80,74,72,68,69,53,69,62,53,51,68,74,,,,,,,,,,,
-2,Stephon Marbury,PG,74,180,http://assets.espn.go.com/i/headshots/nba/players/65/509.jpg,1977,"Brooklyn, NY",,,0,0,-1,,1996,Georgia Tech,22,52,86,82,63,52,84,67,76,63,43,76,76,59,53,74,,,,,,,,,,,
-2,Ray Allen,SG,77,205,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/9.png&w=350&h=254,1975,"Merced, CA",,,0,0,-1,,1996,Connecticut,43,45,76,87,76,44,72,87,84,83,32,43,64,74,56,75,,,,,,,,,,,
-2,Antoine Walker,PF,80,224,https://i.imgur.com/mXv6VAe.png,1976,"Chicago, IL",,,0,0,-1,,1996,Kentucky,66,56,54,71,67,67,64,65,43,59,65,54,56,65,85,70,,,,,,,,,,,
-2,Lorenzen Wright,C,83,225,http://a.espncdn.com/i/headshots/nba/players/65/959.jpg,1975,"Memphis, TN",,,0,0,-1,,1996,Memphis,84,74,32,67,54,67,65,62,34,1,65,45,43,45,88,58,,,,,,,,,,,
-2,Kerry Kittles,SG,77,179,http://a.espncdn.com/i/headshots/nba/players/65/437.jpg,1974,"Dayton, OH",,,0,0,-1,,1996,Villanova,44,35,70,70,68,35,65,76,86,83,44,60,55,64,45,67,,,,,,,,,,,
-2,Samaki Walker,FC,81,240,http://a.espncdn.com/i/headshots/nba/players/65/882.jpg,1976,"Columbus, OH",,,0,0,-1,,1996,Louisville,71,75,52,64,52,58,65,45,65,0,66,45,32,54,76,57,,,,,,,,,,,
-2,Erick Dampier,C,83,265,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/181.png&w=350&h=254,1975,"Jackson, MS",,,0,0,-1,,1996,Mississippi State,86,86,45,69,59,80,65,45,54,54,34,43,54,65,66,58,,,,,,,,,,,
-2,Todd Fuller,C,83,255,http://www.thedraftreview.com/history/drafted1996/images/todd-fuller.jpg,1974,"Fayetteville, NC",,,0,0,-1,,1996,NC State,86,73,40,55,58,63,60,68,65,0,77,44,25,45,70,56,,,,,,,,,,,
-2,Vitaly Potapenko,C,82,280,http://i.imgur.com/efvSN8y.png,1975,"Kiev, Ukraine",,,0,0,-1,,1996,Wright State,79,78,55,45,64,56,65,55,65,0,47,65,35,64,65,59,,,,,,,,,,,
-2,Kobe Bryant,SG,78,200,http://i.imgur.com/kjsU9Dn.png,1978,"Philadelphia, PA",,,0,0,-1,,1996,Lower Merion HS (PA),55,27,81,84,30,40,58,77,54,54,44,45,55,31,59,80,,,,,,,,,,,
-2,Peja Stojakovic,SF,81,220,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/813.png&w=350&h=254,1977,"Slavoska Pozega, Croatia",,,0,0,-1,,1996,Serbia,71,36,63,64,54,34,50,64,81,86,54,54,56,56,53,65,,,,,,,,,,,
-2,Steve Nash,PG,75,195,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/592.png&w=350&h=254,1974,"Johannesburg, South Africa",,,0,0,-1,,1996,Santa Clara,28,47,84,64,84,15,40,84,57,72,7,63,87,100,55,82,,,,,,,,,,,
-2,Tony Delk,G,73,189,http://a.espncdn.com/i/headshots/nba/players/65/198.jpg,1974,"Covington, TN",,,0,0,-1,,1996,Kentucky,15,45,72,65,58,44,34,65,65,54,24,66,68,65,54,58,,,,,,,,,,,
-2,Jermaine O'Neal,FC,83,226,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/615.png&w=350&h=254,1978,"Columbia, SC",,,0,0,-1,,1996,Eau Claire HS,86,54,63,74,24,51,53,74,36,23,62,45,24,35,61,72,,,,,,,,,,,
-2,John Wallace,SF,80,225,http://cdn.slamonline.com/wp-content/uploads/2014/04/JOHNKNICKS.jpg,1974,"Rochester, NY",,,0,0,-1,,1996,Syracuse,64,54,45,54,65,45,54,34,54,44,23,43,54,66,43,56,,,,,,,,,,,
-2,Walter McCarty,PF,82,230,http://a.espncdn.com/i/headshots/nba/players/65/522.jpg,1974,"Evansville, IN",,,0,0,-1,,1996,Kentucky,78,54,56,65,34,54,65,44,65,34,54,66,54,34,44,58,,,,,,,,,,,
-2,Zydrunas Ilgauskas,C,87,238,http://media.tumblr.com/tumblr_lkwlw0xdvm1qh4jcw.png,1975,"Kaunas, Lithuania",,,0,0,-1,,1996,Lithuania,90,78,43,74,63,86,83,67,56,12,89,43,32,34,89,67,,,,,,,,,,,
-2,Dontae' Jones,SF,80,220,http://www.tradingcarddb.com/Images/Cards/Basketball/2462/2462-293Fr.jpg,1975,"Nashville, TN",,,0,0,-1,,1996,Rutgers,64,54,55,34,54,65,34,56,45,66,34,54,44,54,65,54,,,,,,,,,,,
-2,Roy Rogers,PF,82,235,http://www.thedraftreview.com/history/drafted1996/images/roy-rogers.jpg,1973,"Linden, AL",,,0,0,-1,,1996,Alabama,79,60,46,45,64,55,53,65,35,0,86,46,35,40,75,56,,,,,,,,,,,
-2,Efthimi Rentzias,C,83,250,http://1.bp.blogspot.com/_tx9T-G5kJRU/S23RLGVFi1I/AAAAAAAABa0/jVkzTLLFsFc/s320/n_f_c_barcelona_baloncesto-285992.jpg,1976,"Trikala, Greece",,,0,0,-1,,1996,Greece,86,74,34,65,45,68,67,56,43,17,58,54,43,43,68,55,,,,,,,,,,,
-2,Derek Fisher,G,73,210,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/246.png&w=350&h=254,1974,"Little Rock, AR",,,0,0,-1,,1996,Arkansans-Little Rock,28,43,86,86,73,43,35,78,65,69,43,56,74,65,56,59,,,,,,,,,,,
-2,Martin Muursepp,PF,81,235,https://cache.osta.ee/iv2/auctions/1_1_4813868.jpg,1974,"Tallinn, Estonia",,,0,0,-1,,1996,Estonia,71,55,56,46,53,54,67,65,54,54,54,65,36,46,70,56,,,,,,,,,,,
-2,Jerome Williams,PF,81,206,http://a.espncdn.com/i/headshots/nba/players/65/930.jpg,1973,"Washington, DC",,,0,0,-1,,1996,Georgetown,76,70,55,55,65,54,76,45,34,5,57,47,45,54,65,57,,,,,,,,,,,
-2,Brian Evans,SF,80,220,http://home.comcast.net/~dyeskie/bevans.jpg,1973,"Rockford, IL",,,0,0,-1,,1996,Indiana,65,55,56,51,45,65,34,32,43,5,65,46,56,56,54,52,,,,,,,,,,,
-2,Priest Lauderdale,C,88,325,http://exnba.com/wp-content/uploads/2012/10/9e8af7a2-266d-4a65-b96c-49470661a9d8.jpg,1973,"Chicago, IL",,,0,0,-1,,1996,Central State,92,86,27,45,42,53,55,77,27,0,74,36,16,32,80,52,,,,,,,,,,,
-2,Travis Knight,C,84,235,http://a.espncdn.com/i/headshots/nba/players/65/439.jpg,1974,"Salt Lake City, UT",,,0,0,-1,,1996,Connecticut,86,70,30,30,70,80,70,60,40,30,80,50,40,30,80,54,,,,,,,,,,,
-2,Othella Harrington,FC,81,235,http://a.espncdn.com/i/headshots/nba/players/65/307.jpg,1974,"Jackson, MS",,,0,0,-1,,1996,Georgetown,76,80,44,60,55,66,60,16,35,0,63,54,35,37,71,56,,,,,,,,,,,
-2,Mark Hendrickson,PF,81,220,http://phillysportshistory.com/wp-content/uploads/2011/06/hendrickson-278x400.jpg,1974,"Mount Vernon, WA",,,0,0,-1,,1996,Washington State,71,67,46,44,45,55,65,56,55,27,57,45,45,33,56,55,,,,,,,,,,,
-2,Ryan Minor,F,79,220,http://www.thedraftreview.com/history/drafted1996/images/ryan-minor.jpg,1974,"Canton, OH",,,0,0,-1,,1996,Oklahoma,57,45,65,45,43,35,45,65,54,55,66,56,35,44,56,52,,,,,,,,,,,
-2,Moochie Norris,PG,73,175,http://a.espncdn.com/i/headshots/nba/players/65/608.jpg,1973,"Washington, DC",,,0,0,-1,,1996,West Florida,14,45,76,74,54,15,53,54,65,45,65,76,75,65,26,57,,,,,,,,,,,
-2,Shawn Harvey,G,76,180,http://www.thedraftreview.com/history/drafted1996/images/shawn-harvey.jpg,1973,"Philadelphia, PA",,,0,0,-1,,1996,West Virginia State,35,45,76,74,54,25,53,54,65,45,65,76,45,65,36,52,,,,,,,,,,,
-2,Joseph Blair,PF,82,251,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Blair_Joseph_chi.jpg,1974,"Akron, OH",,,0,0,-1,,1996,Arizona,78,68,35,45,53,65,45,65,44,25,66,56,25,34,66,51,,,,,,,,,,,
-2,Doron Sheffer,G,77,200,http://www.basket.co.il/pics/2007/players/player_315.jpg,1972,"Ramat Efal, Israel",,,0,0,-1,,1996,Connecticut,43,45,66,64,54,25,33,54,55,45,35,56,45,65,44,50,,,,,,,,,,,
-2,Jeff McInnis,G,76,190,http://a.espncdn.com/i/headshots/nba/players/65/535.jpg,1974,"Charlotte, NC",,,0,0,-1,,1996,North Carolina,36,53,62,53,57,35,66,54,59,59,56,65,77,72,44,56,,,,,,,,,,,
-2,Steve Hamer,C,84,245,http://www.thedraftreview.com/history/drafted1996/images/steve-hamer.jpg,1973,"Memphis, TN",,,0,0,-1,,1996,Tennessee,85,76,45,34,24,54,64,76,45,23,54,65,18,56,45,49,,,,,,,,,,,
-2,Russ Millard,F,80,240,http://www.thedraftreview.com/history/drafted1996/images/russ-millard.jpg,1973,"Bradenton, FL",,,0,0,-1,,1996,Iowa,65,45,55,45,43,45,45,65,44,45,56,56,35,44,62,48,,,,,,,,,,,
-2,Marcus Mann,F,80,245,http://www.thedraftreview.com/history/drafted1996/images/marcus-mann.jpg,1973,"Carthage, MS",,,0,0,-1,,1996,Mississippi Valley State,65,45,59,45,47,45,45,65,44,45,46,56,45,54,56,47,,,,,,,,,,,
-2,Jason Sasser,SF,79,225,http://www.nba.com/media/dleague/siouxfalls/20_greatest_players_sasser_400.jpg,1974,"Denton, TX",,,0,0,-1,,1996,Texas State,57,45,65,45,43,35,45,65,44,55,56,56,35,54,56,52,,,,,,,,,,,
-2,Randy Livingston,PG,76,209,http://curtisjphillips.tripod.com/sitebuildercontent/sitebuilderpictures/randy.jpg,1975,"New Orleans, LA",,,0,0,-1,,1996,LSU,35,45,66,54,55,44,65,34,54,54,41,60,68,70,45,56,,,,,,,,,,,
-2,Ben Davis,PF,81,240,http://www.thedraftreview.com/history/drafted1996/images/ben-davis.jpg,1972,"Vero Beach, FL",,,0,0,-1,,1996,Arizona,73,66,46,46,54,58,61,56,45,0,76,56,32,46,76,52,,,,,,,,,,,
-2,Malik Rose,PF,79,250,http://a.espncdn.com/i/headshots/nba/players/65/739.jpg,1974,"Philadelphia, PA",,,0,0,-1,,1996,Drexel,61,75,45,65,55,65,56,45,65,5,76,45,32,56,76,59,,,,,,,,,,,
-2,Joe Vogel,C,83,255,http://www.eurobasket.com/AcPhotos_Players/Vogel_Joe.jpg,1973,"North Platte, NE",,,0,0,-1,,1996,Colorado State,85,65,34,43,44,34,53,65,76,0,65,34,35,45,65,51,,,,,,,,,,,
-2,Marcus Brown,G,75,185,http://www.basketnews.lt/paveikslelis-16015-vbg.jpg,1974,"West Memphis, AR",,,0,0,-1,,1996,Murray State,29,36,62,64,66,26,76,55,65,45,34,54,66,76,54,53,,,,,,,,,,,
-2,Ron Riley,SG,77,205,http://www.thedraftreview.com/history/drafted1996/images/ron-riley.jpg,1973,"Las Vegas, NV",,,0,0,-1,,1996,Arizona State,43,35,64,53,65,34,54,65,34,54,45,35,65,64,56,49,,,,,,,,,,,
-2,Jamie Feick,FC,81,255,http://a.espncdn.com/i/headshots/nba/players/65/239.jpg,1974,"Lexington, OH",,,0,0,-1,,1996,Michigan,72,71,45,64,64,65,45,35,66,27,56,45,35,45,66,55,,,,,,,,,,,
-2,Amal McCaskill,C,83,235,http://a.espncdn.com/i/headshots/nba/players/65/1039.jpg,1973,"Maywood, IL",,,0,0,-1,,1996,Marquette,86,65,34,53,54,34,53,65,76,0,65,34,25,45,65,54,,,,,,,,,,,
-2,Terrell Bell,PF,82,240,http://www.thedraftreview.com/history/drafted1996/images/terrell-bell.jpg,1973,"Athens, GA",,,0,0,-1,,1996,Georgia,78,55,24,54,40,65,34,54,50,0,53,33,43,25,65,49,,,,,,,,,,,
-2,Chris Robinson,SG,77,200,http://www.tradingcarddb.com/Images/Cards/Basketball/2642/2642-697642Fr.jpg,1974,"Columbus, GA",,,0,0,-1,,1996,Western Kentucky,42,35,65,53,65,34,54,65,34,66,45,35,55,46,56,52,,,,,,,,,,,
-2,Mark Pope,PF,82,235,http://a.espncdn.com/i/headshots/nba/players/65/667.jpg,1972,"Omaha, NE",,,0,0,-1,,1996,Kentucky,79,65,33,54,34,66,45,34,54,44,34,54,66,45,35,49,,,,,,,,,,,
-2,Jeff Nordgaard,PF,79,225,http://thesummitleague.org/pros/Jeff_Nordgaard_Bucks-4.jpg,1973,"Dawson, MN",,,0,0,-1,,1996,Wisconsin-Green Bay,59,66,24,54,55,65,34,54,66,45,53,33,43,54,55,49,,,,,,,,,,,
-2,Shandon Anderson,GF,78,208,http://a.espncdn.com/i/headshots/nba/players/65/17.jpg,1973,"Atlanta, GA",,,0,0,-1,,1996,Georgia,52,25,63,54,34,24,66,75,65,76,56,45,44,54,34,59,,,,,,,,,,,
-2,Ronnie Henderson,G,76,206,http://www.tradingcarddb.com/Images/Cards/Basketball/75933/75933-44Fr.jpg,1974,"Gulfport, MS",,,0,0,-1,,1996,LSU,36,34,24,54,55,65,34,54,66,45,53,33,43,54,55,46,,,,,,,,,,,
-2,Reggie Geary,PG,74,187,http://www.cavshistory.com/images/players/Reggie_Geary.jpg,1973,"Trenton, NJ",,,0,0,-1,,1996,Arizona,21,34,66,32,32,44,54,65,44,54,65,45,64,65,54,50,,,,,,,,,,,
-2,Drew Barry,G,77,191,http://grfx.cstv.com/photos/schools/geot/sports/m-baskbl/auto_action/5643047.jpeg,1973,"Oakland, CA",,,0,0,-1,,1996,Georgia Tech,43,27,66,54,66,45,34,55,64,44,34,55,67,74,34,50,,,,,,,,,,,
-2,Darnell Robinson,C,83,270,http://www.thedraftreview.com/history/drafted1996/images/darnell-robinson.jpg,1974,"Oakland, CA",,,0,0,-1,,1996,Arkansas,85,66,24,54,45,65,34,54,26,0,53,33,23,37,66,49,,,,,,,,,,,
-2,Ben Wallace,FC,81,240,http://www.tradingcarddb.com/Images/Cards/Basketball/2480/2480-268Fr.jpg,1974,"White Hall, AL",,,0,0,-1,,1996,Virginia Union,82,92,34,64,55,65,44,4,6,0,63,63,33,44,75,66,,,,,,,,,,,
-2,Chucky Atkins,G,71,185,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Atkins_Chucky_den.jpg,1974,"Orlando, FL",,,0,0,-1,,1996,South Florida,2,34,67,54,66,25,34,55,64,44,34,55,68,64,34,57,,,,,,,,,,,
-2,Adrian Griffin,GF,77,217,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Griffin_Adrian_sea.jpg,1974,"Wichita, KS",,,0,0,-1,,1996,Seton Hall,43,50,54,54,56,45,34,65,64,50,34,55,45,64,34,56,,,,,,,,,,,
-2,Erick Strickland,G,75,210,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Strickland_Erick_dal.jpg,1973,"Opelika, AL",,,0,0,-1,,1996,Nebraska,29,34,64,54,56,25,34,55,64,44,34,55,60,64,34,57,,,,,,,,,,,
-2,Darvin Ham,GF,79,220,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ham_Darvin_dal.jpg,1973,"Saginaw, MI",,,0,0,-1,,1996,Texas Tech,54,64,34,84,66,45,81,5,64,44,34,55,45,64,34,52,,,,,,,,,,,
-2,Art Long,PF,81,250,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Long_Art_nba.jpg,1972,"Rochester, NY",,,0,0,-1,,1996,Cincinnati,65,34,24,54,55,65,34,54,66,8,53,33,43,54,55,49,,,,,,,,,,,
-2,Will Cunningham,C,83,250,http://i.imgur.com/W5IN8j1.png,1974,"Augusta, GA",,,0,0,-1,,1996,Temple,85,65,50,54,45,50,34,54,26,0,68,62,23,34,66,49,,,,,,,,,,,
-2,Juaquin Hawkins,SF,79,220,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Hawkins_Juaquin_nba.jpg,1973,"Lynwood, CA",,,0,0,-1,,1996,Long Beach State,57,34,24,54,55,65,34,54,66,45,53,33,43,54,55,49,,,,,,,,,,,
-2,Rusty LaRue,PG,74,210,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/LaRue_Rusty_nba.jpg,1973,"Winston-Salem, NC",,,0,0,-1,,1996,Wake Forest,21,20,55,54,46,25,44,55,64,44,34,55,75,64,34,50,,,,,,,,,,,
-2,Ira Bowman,SG,77,195,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bowman_Ira_nba.jpg,1973,"Newark, NJ",,,0,0,-1,,1996,Pennsylvania,54,64,34,54,66,45,34,55,64,44,34,55,45,64,34,50,,,,,,,,,,,
-2,Ben Handlogten,PF,82,240,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Handlogten_Ben_njn.jpg,1973,"Grand Rapids, MI",,,0,0,-1,,1996,Western Michigan,77,59,24,54,55,65,44,54,26,0,53,33,43,54,75,49,,,,,,,,,,,
-2,Horacio Llamas,C,83,285,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Llamas_Horacio_nba.jpg,1973,"El Rosario, Mexico",,,0,0,-1,,1996,Grand Canyon,83,59,24,44,45,55,34,54,66,0,53,33,13,54,55,49,,,,,,,,,,,
-4,Tim Duncan,FC,83,250,http://www.spotrac.com/blog/wp-content/uploads/2013/05/sa-duncan.png,1976,"St. Croix, U.S. Virgin Islands",,,0,0,-1,,1997,Wake Forest,93,82,63,87,81,93,85,74,77,4,87,64,56,64,86,94,,,,,,,,,,,
-4,Keith Van Horn,SF,82,220,http://static.giantbomb.com/uploads/scale_small/0/2986/565949-keith_van_horn.jpg,1975,"Fullerton, CA",,,0,0,-1,,1997,Utah,79,50,66,70,74,68,61,76,67,72,67,65,54,65,87,67,,,,,,,,,,,
-4,Chauncey Billups,G,75,202,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/63.png&w=350&h=254,1976,"Denver, CO",,,0,0,-1,,1997,Colorado,28,43,82,78,74,34,74,78,67,65,36,66,90,87,45,78,,,,,,,,,,,
-4,Antonio Daniels,G,76,195,http://assets.espn.go.com/i/headshots/nba/players/65/183.jpg,1975,"Columbus, OH",,,0,0,-1,,1997,Bowling Green,35,47,72,70,62,47,66,75,54,61,45,65,68,66,54,62,,,,,,,,,,,
-4,Tony Battie,FC,83,230,http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/45.png&w=350&h=254,1976,"Dallas, TX",,,0,0,-1,,1997,Texas Tech,85,63,50,63,59,54,34,54,34,54,54,54,45,55,34,59,,,,,,,,,,,
-4,Ron Mercer,GF,79,210,http://a.espncdn.com/i/headshots/nba/players/65/546.jpg,1976,"Nashville, TN",,,0,0,-1,,1997,Kentucky,57,50,68,75,60,45,65,70,56,59,65,75,43,47,54,65,,,,,,,,,,,
-4,Tim Thomas,PF,82,230,https://tedbrogen.files.wordpress.com/2008/07/tt.jpg,1977,"Paterson, NJ",,,0,0,-1,,1997,Villanova,77,60,64,70,56,53,34,34,55,54,67,56,42,47,66,61,,,,,,,,,,,
-4,Adonal Foyle,C,82,250,http://a.espncdn.com/i/headshots/nba/players/65/254.jpg,1975,"Canouan, Saint Vincent and the Grenadines",,,0,0,-1,,1997,Colgate,82,90,53,69,66,47,40,3,12,0,96,58,15,19,88,57,,,,,,,,,,,
-4,Tracy McGrady,GF,80,210,http://i.imgur.com/W7zyjmu.png,1979,"Bartow, FL",,,0,0,-1,,1997,Mt. Zion Christian Academy (HS),67,34,83,87,32,25,62,78,53,46,45,53,58,56,54,83,,,,,,,,,,,
-4,Danny Fortson,FC,79,260,http://a.espncdn.com/i/headshots/nba/players/65/248.jpg,1976,"Philadelphia, PA",,,0,0,-1,,1997,Cincinnati,60,82,57,65,64,55,57,35,65,0,65,45,35,45,65,59,,,,,,,,,,,
-4,Tariq Abdul-Wahad,SG,78,223,http://a.espncdn.com/i/headshots/nba/players/65/2.jpg,1974,"Maisons Alfort, France",,,0,0,-1,,1997,San Jose State,52,47,66,67,58,56,66,56,66,56,66,56,62,56,66,61,,,,,,,,,,,
-4,Austin Croshere,PF,81,235,http://a.espncdn.com/i/headshots/nba/players/65/167.jpg,1975,"Los Angeles, CA",,,0,0,-1,,1997,Providence,71,65,45,65,45,65,54,34,45,54,34,45,54,34,54,56,,,,,,,,,,,
-4,Derek Anderson,GF,77,194,http://photos1.blogger.com/blogger/798/3340/320/derek.jpg,1974,"Louisville, KY",,,0,0,-1,,1997,Kentucky,43,52,69,64,59,25,65,65,75,65,45,65,45,65,45,63,,,,,,,,,,,
-4,Maurice Taylor,FC,81,260,http://a.espncdn.com/i/headshots/nba/players/65/837.jpg,1976,"Detroit, MI",,,0,0,-1,,1997,Michigan,72,65,48,58,61,64,64,73,34,5,63,63,42,45,65,60,,,,,,,,,,,
-4,Kelvin Cato,FC,83,255,http://www.thedraftreview.com/history/drafted1997/images/kelvin-cato.jpg,1974,"Atlanta, GA",,,0,0,-1,,1997,Iowa State,85,80,45,35,53,64,51,45,54,0,67,45,35,49,75,57,,,,,,,,,,,
-4,Brevin Knight,PG,70,173,http://a.espncdn.com/i/headshots/nba/players/65/440.jpg,1975,"Livingston, NJ",,,0,0,-1,,1997,Stanford,12,34,78,45,64,33,50,56,75,60,25,90,87,89,36,63,,,,,,,,,,,
-4,Johnny Taylor,SF,81,220,http://www.thedraftreview.com/history/drafted1997/images/johnny-taylor.jpg,1974,"Chattanooga, TN",,,0,0,-1,,1997,Chattanooga,71,45,65,54,44,35,56,72,57,45,35,65,47,38,54,56,,,,,,,,,,,
-4,Chris Anstey,C,84,249,http://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Anstey_Chris_nba.jpg,1975,"Melbourne, Australia",,,0,0,-1,,1997,Australia,93,63,24,48,43,55,53,72,28,32,45,65,26,52,74,54,,,,,,,,,,,
